DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	sample_name	DOG_overlap_same_strand_local:protein_coding	DOG_overlap_same_strand_meta:protein_coding	DOG_overlap_opposite_strand_local:protein_coding	DOG_overlap_opposite_strand_meta:protein_coding	DOG_overlap_same_strand_local:lincRNA	DOG_overlap_same_strand_meta:lincRNA	DOG_overlap_opposite_strand_local:lincRNA	DOG_overlap_opposite_strand_meta:lincRNA	DOG_overlap_same_strand_local:piRNA	DOG_overlap_same_strand_meta:piRNA	DOG_overlap_opposite_strand_local:piRNA	DOG_overlap_opposite_strand_meta:piRNA	DOG_overlap_opposite_strand_local:rRNA	DOG_overlap_opposite_strand_meta:rRNA	DOG_overlap_same_strand_local:ncRNA	DOG_overlap_same_strand_meta:ncRNA	DOG_overlap_opposite_strand_local:ncRNA	DOG_overlap_opposite_strand_meta:ncRNA	DOG_overlap_same_strand_local:tRNA	DOG_overlap_same_strand_meta:tRNA	DOG_overlap_opposite_strand_local:tRNA	DOG_overlap_opposite_strand_meta:tRNA	DOG_overlap_same_strand_local:snoRNA	DOG_overlap_same_strand_meta:snoRNA	DOG_overlap_opposite_strand_local:snoRNA	DOG_overlap_opposite_strand_meta:snoRNA	DOG_overlap_same_strand_local:pseudogene	DOG_overlap_same_strand_meta:pseudogene	DOG_overlap_opposite_strand_local:pseudogene	DOG_overlap_opposite_strand_meta:pseudogene	DOG_overlap_same_strand_local:miRNA	DOG_overlap_same_strand_meta:miRNA	DOG_overlap_opposite_strand_local:miRNA	DOG_overlap_opposite_strand_meta:miRNA	DOG_overlap_same_strand_local:antisense	DOG_overlap_same_strand_meta:antisense	DOG_overlap_opposite_strand_local:antisense	DOG_overlap_opposite_strand_meta:antisense	DOG_overlap_same_strand_local:snRNA	DOG_overlap_same_strand_meta:snRNA	DOG_overlap_opposite_strand_local:snRNA	DOG_overlap_opposite_strand_meta:snRNA
8853006	8853006	0	False	False	500	8852506	8852506	0	DOG	V	.	.	8853431	protein_coding	gene_id "WBGene00001928"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001928	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2835.0	425	0.0	WormBase	8853006	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8854993	8854993	0	False	False	300	8854693	8854693	0	DOG	V	.	.	8862049	protein_coding	gene_id "WBGene00017190"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017190	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562.0	7056	0.0	WormBase	8854993	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8891883	8891883	0	False	False	200	8891683	8891683	0	DOG	V	.	.	8892266	protein_coding	gene_id "WBGene00001895"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001895	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084.0	383	0.0	WormBase	8891883	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8895101	8895101	0	False	False	500	8894601	8894601	0	DOG	V	.	.	8895472	protein_coding	gene_id "WBGene00001894"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001894	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2618.0	371	0.0	WormBase	8895101	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10521992	10521992	0	False	False	200	10521792	10521792	0	DOG	V	.	.	10525908	protein_coding	gene_id "WBGene00007952"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00007952	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2141.0	3916	0.0	WormBase	10521992	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16603529	16603529	0	False	True	700	16603369	16603369	0	DOG	V	.	.	16610952	pseudogene	gene_id "WBGene00194769"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00194769	0	0	0	0	0	['WBGene00169639']	['WBGene00012525']	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.0	7423	0.0	WormBase	16603529	-	gene	N2-J2-1__split	NA	['WBGene00011397']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212256	212256	0	False	False	300	211956	211956	0	DOG	I	.	.	215491	pseudogene	gene_id "WBGene00004246"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00004246	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	29484.0	3235	0.0	WormBase	212256	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
873164	873164	0	False	False	400	872764	872764	0	DOG	I	.	.	882713	protein_coding	gene_id "WBGene00022389"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022389	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	26401.0	9549	0.0	WormBase	873164	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1050921	1050921	0	False	False	200	1050721	1050721	0	DOG	I	.	.	1053826	protein_coding	gene_id "WBGene00021333"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021333	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	17485.0	2905	0.0	WormBase	1050921	-	gene	N2-J2-1__split	NA	NA	['WBGene00021331']	['WBGene00021331']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1259374	1259374	0	False	False	500	1258874	1258874	0	DOG	I	.	.	1268155	protein_coding	gene_id "WBGene00001707"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00001707	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8052.0	8781	0.0	WormBase	1259374	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1988246	1988246	0	False	False	200	1988046	1988046	0	DOG	I	.	.	2010525	protein_coding	gene_id "WBGene00021238"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021238	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13255.0	22279	0.0	WormBase	1988246	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2377089	2377089	0	False	False	200	2376889	2376889	0	DOG	I	.	.	2381851	protein_coding	gene_id "WBGene00021473"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021473	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6231.0	4762	0.0	WormBase	2377089	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2822737	2822737	0	False	False	400	2822337	2822337	0	DOG	I	.	.	2822836	ncRNA	gene_id "WBGene00220118"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00220118	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.0	99	0.0	WormBase	2822737	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2870608	2870608	0	False	False	400	2870208	2870208	0	DOG	I	.	.	2875289	protein_coding	gene_id "WBGene00022117"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022117	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6547.0	4681	0.0	WormBase	2870608	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3666923	3666923	0	False	False	300	3666623	3666623	0	DOG	I	.	.	3671700	protein_coding	gene_id "WBGene00004890"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004890	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740.0	4777	0.0	WormBase	3666923	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4343931	4343931	0	False	True	300	4343780	4343780	0	DOG	I	.	.	4344080	ncRNA	gene_id "WBGene00195962"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195962	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4343931	-	gene	N2-J2-1__split	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00196671']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4346971	4346971	0	False	True	300	4346820	4346820	0	DOG	I	.	.	4347120	ncRNA	gene_id "WBGene00197673"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00197673	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4346971	-	gene	N2-J2-1__split	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00198205']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4349858	4349858	0	False	True	300	4349707	4349707	0	DOG	I	.	.	4350007	ncRNA	gene_id "WBGene00199244"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00199244	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4349858	-	gene	N2-J2-1__split	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00199757']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4352745	4352745	0	False	True	300	4352594	4352594	0	DOG	I	.	.	4352894	ncRNA	gene_id "WBGene00202259"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00202259	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4352745	-	gene	N2-J2-1__split	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00199607']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4355632	4355632	0	False	True	300	4355481	4355481	0	DOG	I	.	.	4355781	ncRNA	gene_id "WBGene00196043"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196043	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.0	149	0.0	WormBase	4355632	-	gene	N2-J2-1__split	NA	NA	['WBGene00000140']	['WBGene00000140']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00195350']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7079868	7079868	0	False	False	200	7079668	7079668	0	DOG	I	.	.	7081520	protein_coding	gene_id "WBGene00009050"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009050	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.0	1652	0.0	WormBase	7079868	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7140278	7140278	0	False	True	500	7139973	7139973	0	DOG	I	.	.	7147230	protein_coding	gene_id "WBGene00010427"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010427	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.0	6952	0.0	WormBase	7140278	-	gene	N2-J2-1__split	NA	['WBGene00010738']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8584081	8584081	0	False	False	200	8583881	8583881	0	DOG	I	.	.	8587505	protein_coding	gene_id "WBGene00000904"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000904	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3924.0	3424	0.0	WormBase	8584081	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9009260	9009260	0	False	False	200	9009060	9009060	0	DOG	I	.	.	9013885	protein_coding	gene_id "WBGene00009477"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009477	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	552.0	4625	0.0	WormBase	9009260	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9063588	9063588	0	False	False	300	9063288	9063288	0	DOG	I	.	.	9064403	protein_coding	gene_id "WBGene00006503"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006503	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	428.0	815	0.0	WormBase	9063588	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11064370	11064370	0	False	False	500	11063870	11063870	0	DOG	I	.	.	11064636	pseudogene	gene_id "WBGene00077687"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00077687	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	25513.0	266	0.0	WormBase	11064370	-	gene	N2-J2-1__split	NA	NA	['WBGene00206530']	['WBGene00206530']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11924785	11924785	0	False	False	200	11924585	11924585	0	DOG	I	.	.	11929511	protein_coding	gene_id "WBGene00006958"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00006958	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	870.0	4726	0.0	WormBase	11924785	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12095777	12095777	0	False	False	200	12095577	12095577	0	DOG	I	.	.	12097987	protein_coding	gene_id "WBGene00012961"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012961	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1037.0	2210	0.0	WormBase	12095777	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12809999	12809999	0	False	True	500	12809682	12809682	0	DOG	I	.	.	12815641	protein_coding	gene_id "WBGene00012476"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012476	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.0	5642	0.0	WormBase	12809999	-	gene	N2-J2-1__split	NA	['WBGene00012475']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14400679	14400679	0	False	False	400	14400279	14400279	0	DOG	I	.	.	14405649	protein_coding	gene_id "WBGene00013669"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013669	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15942.0	4970	0.0	WormBase	14400679	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15060861	15060861	0	False	False	600	15060261	15060261	0	DOG	I	.	.	15061159	ncRNA	gene_id "WBGene00201398"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201398	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858.0	298	0.0	WormBase	15060861	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004677']	['WBGene00004677']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15063050	15063050	0	False	True	2900	15061159	15061159	0	DOG	I	.	.	15063383	ncRNA	gene_id "WBGene00198814"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00198814	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1891.0	333	0.0	WormBase	15063050	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004512']	['WBGene00004512']	NA	['WBGene00201398']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004677']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15067668	15067668	0	True	True	8100	15063383	15063383	0	DOG	I	.	.	15068355	ncRNA	gene_id "WBGene00196396"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196396	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4285.0	687	0.0	WormBase	15067668	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004512', 'WBGene00004567', 'WBGene00004622']	['WBGene00004512', 'WBGene00004567', 'WBGene00004622']	NA	['WBGene00201398', 'WBGene00198814']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004677']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15070431	15070431	0	True	True	11100	15068355	15068355	0	DOG	I	.	.	15070580	ncRNA	gene_id "WBGene00195813"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195813	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2076.0	149	0.0	WormBase	15070431	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004513']	['WBGene00004512', 'WBGene00004567', 'WBGene00004622', 'WBGene00004513']	NA	['WBGene00201398', 'WBGene00198814', 'WBGene00196396']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	['WBGene00004677']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15072266	15072266	0	True	False	400	15071866	15071866	0	DOG	I	.	.	15072426	ncRNA	gene_id "WBGene00201669"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00201669	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1686.0	160	0.0	WormBase	15072266	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150363	150363	0	False	False	200	150163	150163	0	DOG	X	.	.	157246	pseudogene	gene_id "WBGene00022211"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022211	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9680.0	6883	0.0	WormBase	150363	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179786	179786	0	False	False	300	179486	179486	0	DOG	X	.	.	182169	protein_coding	gene_id "WBGene00011611"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011611	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	16652.0	2383	0.0	WormBase	179786	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2280678	2280678	0	False	False	600	2280078	2280078	0	DOG	II	.	.	2283395	protein_coding	gene_id "WBGene00019592"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019592	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532.0	2717	0.0	WormBase	2280678	-	gene	N2-J2-1__split	NA	NA	['WBGene00044361']	['WBGene00044361']	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2287030	2287030	0	False	False	700	2286330	2286330	0	DOG	II	.	.	2290226	protein_coding	gene_id "WBGene00019593"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019593	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2111.0	3196	0.0	WormBase	2287030	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2290896	2290896	0	False	False	400	2290496	2290496	0	DOG	II	.	.	2292184	protein_coding	gene_id "WBGene00019590"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019590	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	670.0	1288	0.0	WormBase	2290896	-	gene	N2-J2-1__split	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
