DOG_end_local	DOG_end_meta	DOG_from_downstream_gene	DOG_from_upstream_gene	DOG_into_downstream_gene	DOG_length	DOG_start_local	DOG_start_meta	POG_into_upstream_gene	TYPE	chr	dot	dot2	end	gene_biotype_name	gene_id	gene_id_name	inside_gene_opposite_strand:antisense	inside_gene_opposite_strand:lincRNA	inside_gene_opposite_strand:miRNA	inside_gene_opposite_strand:ncRNA	inside_gene_opposite_strand:piRNA	inside_gene_opposite_strand:protein_coding	inside_gene_opposite_strand:pseudogene	inside_gene_opposite_strand:rRNA	inside_gene_opposite_strand:snRNA	inside_gene_opposite_strand:snoRNA	inside_gene_opposite_strand:tRNA	inside_gene_same_strand:antisense	inside_gene_same_strand:lincRNA	inside_gene_same_strand:miRNA	inside_gene_same_strand:ncRNA	inside_gene_same_strand:piRNA	inside_gene_same_strand:protein_coding	inside_gene_same_strand:pseudogene	inside_gene_same_strand:snRNA	inside_gene_same_strand:snoRNA	inside_gene_same_strand:tRNA	left_int_length	length	right_int_length	source	start	strand	type	AnyGeneOverlap	sample_name
11888501	11888501		True	False	200	11888301	11888301		ADOG	I	.	.	11890558	protein_coding	gene_id "WBGene00000821"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000821	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10127.0	2057		WormBase	11888501	-	gene	False	N2HS_J2B_spl
11891549	11891549		False	False	700	11890849	11890849		ADOG	I	.	.	11893727	protein_coding	gene_id "WBGene00012950"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012950	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.0	2178		WormBase	11891549	-	gene	False	N2HS_J2B_spl
11971179	11971179		False	False	1300	11969879	11969879		ADOG	I	.	.	11971797	protein_coding	gene_id "WBGene00044805"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044805	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332.0	618		WormBase	11971179	-	gene	False	N2HS_J2B_spl
11996976	11996976		False	False	200	11996776	11996776		ADOG	I	.	.	11997030	ncRNA	gene_id "WBGene00200496"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200496	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12679.0	54		WormBase	11996976	-	gene	False	N2HS_J2B_spl
12084721	12084721		False	False	300	12084421	12084421		ADOG	I	.	.	12087830	protein_coding	gene_id "WBGene00012958"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012958	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.0	3109		WormBase	12084721	-	gene	False	N2HS_J2B_spl
12148080	12148080		False	False	400	12147680	12147680		ADOG	I	.	.	12150741	protein_coding	gene_id "WBGene00005528"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005528	0	0	0	['WBGene00200276']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	['WBGene00014336']	0	0	11615.0	2661		WormBase	12148080	-	gene	False	N2HS_J2B_spl
12225426	12225426		False	False	300	12225126	12225126		ADOG	I	.	.	12225497	tRNA	gene_id "WBGene00014328"; gene_source "WormBase"; gene_biotype "tRNA";	WBGene00014328	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1821.0	71		WormBase	12225426	-	gene	False	N2HS_J2B_spl
12619839	12619839		True	False	700	12619139	12619139		ADOG	I	.	.	12619892	ncRNA	gene_id "WBGene00200936"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00200936	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13591.0	53		WormBase	12619839	-	gene	False	N2HS_J2B_spl
12647376	12647376		False	False	200	12647176	12647176		ADOG	I	.	.	12652087	protein_coding	gene_id "WBGene00010420"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00010420	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3055.0	4711		WormBase	12647376	-	gene	False	N2HS_J2B_spl
12712158	12712158		False	False	200	12711958	12711958		ADOG	I	.	.	12714722	protein_coding	gene_id "WBGene00011546"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011546	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	562.0	2564		WormBase	12712158	-	gene	False	N2HS_J2B_spl
12727764	12727764		False	False	600	12727164	12727164		ADOG	I	.	.	12727929	ncRNA	gene_id "WBGene00195560"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00195560	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4881.0	165		WormBase	12727764	-	gene	False	N2HS_J2B_spl
12809999	12809999		False	False	300	12809699	12809699		ADOG	I	.	.	12815641	protein_coding	gene_id "WBGene00012476"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012476	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.0	5642		WormBase	12809999	-	gene	False	N2HS_J2B_spl
12906462	12906462		False	False	200	12906262	12906262		ADOG	I	.	.	12907754	pseudogene	gene_id "WBGene00012485"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00012485	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2390.0	1292		WormBase	12906462	-	gene	False	N2HS_J2B_spl
13072229	13072229		False	False	200	13072029	13072029		ADOG	I	.	.	13072958	protein_coding	gene_id "WBGene00012501"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012501	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039.0	729		WormBase	13072229	-	gene	False	N2HS_J2B_spl
13260933	13260933		False	False	200	13260733	13260733		ADOG	I	.	.	13262727	protein_coding	gene_id "WBGene00009698"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009698	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	716.0	1794		WormBase	13260933	-	gene	False	N2HS_J2B_spl
13302759	13302759		False	False	1100	13301659	13301659		ADOG	I	.	.	13304311	protein_coding	gene_id "WBGene00011431"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00011431	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2043.0	1552		WormBase	13302759	-	gene	False	N2HS_J2B_spl
13543079	13543079		False	False	300	13542779	13542779		ADOG	I	.	.	13545188	protein_coding	gene_id "WBGene00000089"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000089	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	376.0	2109		WormBase	13543079	-	gene	False	N2HS_J2B_spl
13797345	13797345		True	False	300	13797045	13797045		ADOG	I	.	.	13802259	protein_coding	gene_id "WBGene00012370"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012370	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	670.0	4914		WormBase	13797345	-	gene	False	N2HS_J2B_spl
13814756	13814756		False	False	200	13814556	13814556		ADOG	I	.	.	13827988	protein_coding	gene_id "WBGene00012369"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00012369	0	0	0	['WBGene00201665', 'WBGene00196468']	['WBGene00172654']	0	0	0.0	0	0	0	0	0	0	['WBGene00199061', 'WBGene00197271']	0	0	0	0	0	0	401.0	13232		WormBase	13814756	-	gene	False	N2HS_J2B_spl
13852867	13852867		False	False	300	13852567	13852567		ADOG	I	.	.	13852884	ncRNA	gene_id "WBGene00189979"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00189979	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974.0	17		WormBase	13852867	-	gene	False	N2HS_J2B_spl
14035096	14035096		False	False	1900	14033196	14033196		ADOG	I	.	.	14036057	protein_coding	gene_id "WBGene00002113"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002113	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3429.0	961		WormBase	14035096	-	gene	False	N2HS_J2B_spl
14213449	14213449		False	False	200	14213249	14213249		ADOG	I	.	.	14213515	ncRNA	gene_id "WBGene00196897"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196897	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	948.0	66		WormBase	14213449	-	gene	False	N2HS_J2B_spl
14278781	14278781		False	False	400	14278381	14278381		ADOG	I	.	.	14278828	ncRNA	gene_id "WBGene00196421"; gene_source "WormBase"; gene_biotype "ncRNA";	WBGene00196421	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4568.0	47		WormBase	14278781	-	gene	False	N2HS_J2B_spl
14465380	14465380		False	False	200	14465180	14465180		ADOG	I	.	.	14468214	protein_coding	gene_id "WBGene00013674"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00013674	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	['WBGene00220225']	0	0	0	0	0	0	235.0	2834		WormBase	14465380	-	gene	False	N2HS_J2B_spl
14621173	14621173		False	False	200	14620973	14620973		ADOG	I	.	.	14631254	protein_coding	gene_id "WBGene00002978"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00002978	0	0	0	['WBGene00202346']	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.0	10081		WormBase	14621173	-	gene	False	N2HS_J2B_spl
14755154	14755154		False	False	1100	14754054	14754054		ADOG	I	.	.	14756432	protein_coding	gene_id "WBGene00009559"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00009559	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016.0	1278		WormBase	14755154	-	gene	False	N2HS_J2B_spl
171386	171386		False	False	200	171186	171186		ADOG	II	.	.	173779	protein_coding	gene_id "WBGene00044428"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044428	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	15343.0	2393		WormBase	171386	-	gene	False	N2HS_J2B_sp
192531	192531		True	False	200	192331	192331		ADOG	II	.	.	194558	protein_coding	gene_id "WBGene00000034"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00000034	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329.0	2027		WormBase	192531	-	gene	False	N2HS_J2B_sp
222700	222700		False	False	200	222500	222500		ADOG	II	.	.	232739	protein_coding	gene_id "WBGene00021545"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021545	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2033.0	10039		WormBase	222700	-	gene	False	N2HS_J2B_sp
240722	240722		False	False	300	240422	240422		ADOG	II	.	.	255182	protein_coding	gene_id "WBGene00004166"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004166	0	0	0	['WBGene00200560', 'WBGene00202253']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00199564', 'WBGene00201460']	['WBGene00167898']	0	0	0	0	0	2901.0	14460		WormBase	240722	-	gene	False	N2HS_J2B_sp
422319	422319		False	False	900	421419	421419		ADOG	II	.	.	423142	protein_coding	gene_id "WBGene00016077"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00016077	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1751.0	823		WormBase	422319	-	gene	False	N2HS_J2B_sp
448346	448346		False	False	200	448146	448146		ADOG	II	.	.	453156	pseudogene	gene_id "WBGene00021130"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00021130	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12940.0	4810		WormBase	448346	-	gene	False	N2HS_J2B_sp
508245	508245		False	False	1800	506445	506445		ADOG	II	.	.	509326	protein_coding	gene_id "WBGene00005512"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005512	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231.0	1081		WormBase	508245	-	gene	False	N2HS_J2B_sp
1039697	1039697		False	False	700	1038997	1038997		ADOG	II	.	.	1040564	protein_coding	gene_id "WBGene00019702"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019702	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14913.0	867		WormBase	1039697	-	gene	False	N2HS_J2B_sp
1088444	1088444		False	False	200	1088244	1088244		ADOG	II	.	.	1088516	pseudogene	gene_id "WBGene00023316"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00023316	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12939.0	72		WormBase	1088444	-	gene	False	N2HS_J2B_sp
1281974	1281974		False	False	300	1281674	1281674		ADOG	II	.	.	1285614	protein_coding	gene_id "WBGene00021969"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021969	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5102.0	3640		WormBase	1281974	-	gene	False	N2HS_J2B_sp
1420422	1420422		False	False	200	1420222	1420222		ADOG	II	.	.	1423668	protein_coding	gene_id "WBGene00021788"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021788	0	0	0	['WBGene00199962', 'WBGene00199232', 'WBGene00202193', 'WBGene00198866', 'WBGene00196114']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00202362', 'WBGene00200052', 'WBGene00201728', 'WBGene00197947', 'WBGene00196299']	0	0	0	0	0	0	5381.0	3246		WormBase	1420422	-	gene	False	N2HS_J2B_sp
1425758	1425758		False	False	400	1425358	1425358		ADOG	II	.	.	1437499	protein_coding	gene_id "WBGene00021789"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021789	0	0	0	['WBGene00200703']	0	0	0	0.0	0	0	0	0	0	0	['WBGene00201708']	0	0	0	0	0	0	2090.0	11741		WormBase	1425758	-	gene	False	N2HS_J2B_sp
1574557	1574557		False	False	900	1573657	1573657		ADOG	II	.	.	1576115	protein_coding	gene_id "WBGene00019421"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019421	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423.0	1558		WormBase	1574557	-	gene	False	N2HS_J2B_sp
1577471	1577471		False	False	300	1577171	1577171		ADOG	II	.	.	1579986	protein_coding	gene_id "WBGene00020326"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020326	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356.0	2515		WormBase	1577471	-	gene	False	N2HS_J2B_sp
1606595	1606595		False	False	200	1606395	1606395		ADOG	II	.	.	1607603	pseudogene	gene_id "WBGene00015596"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00015596	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	452.0	1008		WormBase	1606595	-	gene	False	N2HS_J2B_sp
1612788	1612788		False	False	200	1612588	1612588		ADOG	II	.	.	1614059	protein_coding	gene_id "WBGene00015599"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015599	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2073.0	1271		WormBase	1612788	-	gene	False	N2HS_J2B_sp
1619894	1619894		False	False	600	1619294	1619294		ADOG	II	.	.	1621261	protein_coding	gene_id "WBGene00015602"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015602	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	890.0	1367		WormBase	1619894	-	gene	False	N2HS_J2B_sp
1661806	1661806		False	False	500	1661306	1661306		ADOG	II	.	.	1662949	protein_coding	gene_id "WBGene00022564"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022564	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.0	1143		WormBase	1661806	-	gene	False	N2HS_J2B_sp
1721323	1721323		False	False	500	1720823	1720823		ADOG	II	.	.	1722423	protein_coding	gene_id "WBGene00018445"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018445	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070.0	1100		WormBase	1721323	-	gene	False	N2HS_J2B_sp
1785270	1785270		False	False	300	1784970	1784970		ADOG	II	.	.	1786309	protein_coding	gene_id "WBGene00015613"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015613	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.0	1039		WormBase	1785270	-	gene	False	N2HS_J2B_sp
1787222	1787222		False	False	200	1787022	1787022		ADOG	II	.	.	1788187	protein_coding	gene_id "WBGene00015610"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015610	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	913.0	965		WormBase	1787222	-	gene	False	N2HS_J2B_sp
1807407	1807407		True	False	400	1807007	1807007		ADOG	II	.	.	1808317	protein_coding	gene_id "WBGene00015611"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015611	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	949.0	910		WormBase	1807407	-	gene	False	N2HS_J2B_sp
1879590	1879590		False	False	400	1879190	1879190		ADOG	II	.	.	1880708	protein_coding	gene_id "WBGene00015833"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015833	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	827.0	1118		WormBase	1879590	-	gene	False	N2HS_J2B_sp
1885439	1885439		False	False	400	1885039	1885039		ADOG	II	.	.	1886479	protein_coding	gene_id "WBGene00015836"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00015836	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	704.0	1040		WormBase	1885439	-	gene	False	N2HS_J2B_sp
1913605	1913605		False	False	200	1913405	1913405		ADOG	II	.	.	1916376	pseudogene	gene_id "WBGene00018664"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00018664	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	764.0	2771		WormBase	1913605	-	gene	False	N2HS_J2B_sp
1940809	1940809		False	False	600	1940209	1940209		ADOG	II	.	.	1941958	pseudogene	gene_id "WBGene00022688"; gene_source "WormBase"; gene_biotype "pseudogene";	WBGene00022688	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	662.0	1149		WormBase	1940809	-	gene	False	N2HS_J2B_sp
1953680	1953680		False	False	200	1953480	1953480		ADOG	II	.	.	1955668	protein_coding	gene_id "WBGene00022690"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022690	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5750.0	1988		WormBase	1953680	-	gene	False	N2HS_J2B_sp
1963063	1963063		False	False	3400	1959663	1959663		ADOG	II	.	.	1967936	protein_coding	gene_id "WBGene00022692"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022692	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4808.0	4873		WormBase	1963063	-	gene	False	N2HS_J2B_sp
2072221	2072221		False	False	400	2071821	2071821		ADOG	II	.	.	2075830	protein_coding	gene_id "WBGene00017213"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017213	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	705.0	3609		WormBase	2072221	-	gene	False	N2HS_J2B_sp
2076291	2076291		False	False	300	2075991	2075991		ADOG	II	.	.	2080526	protein_coding	gene_id "WBGene00017214"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017214	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	['WBGene00023266']	0	0	0	461.0	4235		WormBase	2076291	-	gene	False	N2HS_J2B_sp
2086719	2086719		False	False	200	2086519	2086519		ADOG	II	.	.	2090618	protein_coding	gene_id "WBGene00004149"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004149	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893.0	3899		WormBase	2086719	-	gene	False	N2HS_J2B_sp
2111227	2111227		False	False	200	2111027	2111027		ADOG	II	.	.	2113048	protein_coding	gene_id "WBGene00020078"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020078	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1184.0	1821		WormBase	2111227	-	gene	False	N2HS_J2B_sp
2136822	2136822		False	False	600	2136222	2136222		ADOG	II	.	.	2136909	miRNA	gene_id "WBGene00016553"; gene_source "WormBase"; gene_biotype "miRNA";	WBGene00016553	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118.0	87		WormBase	2136822	-	gene	False	N2HS_J2B_sp
2163341	2163341		False	False	400	2162941	2162941		ADOG	II	.	.	2163832	protein_coding	gene_id "WBGene00044360"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00044360	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12051.0	491		WormBase	2163341	-	gene	False	N2HS_J2B_sp
2294693	2294693		False	False	300	2294393	2294393		ADOG	II	.	.	2296265	protein_coding	gene_id "WBGene00019591"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019591	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2509.0	1572		WormBase	2294693	-	gene	False	N2HS_J2B_sp
2358801	2358801		False	False	200	2358601	2358601		ADOG	II	.	.	2363773	protein_coding	gene_id "WBGene00018388"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018388	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5109.0	4972		WormBase	2358801	-	gene	False	N2HS_J2B_sp
2381949	2381949		False	False	500	2381449	2381449		ADOG	II	.	.	2383434	protein_coding	gene_id "WBGene00017523"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017523	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1675.0	1485		WormBase	2381949	-	gene	False	N2HS_J2B_sp
2384186	2384186		False	False	500	2383686	2383686		ADOG	II	.	.	2385595	protein_coding	gene_id "WBGene00017524"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017524	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	752.0	1409		WormBase	2384186	-	gene	False	N2HS_J2B_sp
2389582	2389582		False	False	200	2389382	2389382		ADOG	II	.	.	2390994	protein_coding	gene_id "WBGene00017525"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017525	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3987.0	1412		WormBase	2389582	-	gene	False	N2HS_J2B_sp
2594052	2594052		False	False	600	2593452	2593452		ADOG	II	.	.	2598903	protein_coding	gene_id "WBGene00018020"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00018020	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7141.0	4851		WormBase	2594052	-	gene	False	N2HS_J2B_sp
2603208	2603208		False	False	800	2602408	2602408		ADOG	II	.	.	2605419	protein_coding	gene_id "WBGene00005589"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005589	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4305.0	2211		WormBase	2603208	-	gene	False	N2HS_J2B_sp
2646328	2646328		False	False	200	2646128	2646128		ADOG	II	.	.	2646843	protein_coding	gene_id "WBGene00017710"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00017710	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	625.0	515		WormBase	2646328	-	gene	False	N2HS_J2B_sp
2703371	2703371		True	False	400	2702971	2702971		ADOG	II	.	.	2705316	protein_coding	gene_id "WBGene00005345"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00005345	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	514.0	1945		WormBase	2703371	-	gene	False	N2HS_J2B_sp
2731319	2731319		False	False	500	2730819	2730819		ADOG	II	.	.	2735250	protein_coding	gene_id "WBGene00020231"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020231	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5778.0	3931		WormBase	2731319	-	gene	False	N2HS_J2B_sp
2740403	2740403		False	False	200	2740203	2740203		ADOG	II	.	.	2742341	protein_coding	gene_id "WBGene00020233"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020233	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	761.0	1938		WormBase	2740403	-	gene	False	N2HS_J2B_sp
2823707	2823707		False	False	300	2823407	2823407		ADOG	II	.	.	2824269	protein_coding	gene_id "WBGene00019684"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00019684	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217.0	562		WormBase	2823707	-	gene	False	N2HS_J2B_sp
2842608	2842608		False	False	400	2842208	2842208		ADOG	II	.	.	2843188	protein_coding	gene_id "WBGene00022444"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00022444	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	979.0	580		WormBase	2842608	-	gene	False	N2HS_J2B_sp
3148504	3148504		False	False	200	3148304	3148304		ADOG	II	.	.	3149621	protein_coding	gene_id "WBGene00020410"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00020410	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3852.0	1117		WormBase	3148504	-	gene	False	N2HS_J2B_sp
3321060	3321060		False	False	200	3320860	3320860		ADOG	II	.	.	3323279	protein_coding	gene_id "WBGene00021590"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021590	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7553.0	2219		WormBase	3321060	-	gene	False	N2HS_J2B_sp
3369175	3369175		False	False	200	3368975	3368975		ADOG	II	.	.	3370111	protein_coding	gene_id "WBGene00021730"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00021730	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	978.0	936		WormBase	3369175	-	gene	False	N2HS_J2B_sp
3373169	3373169		False	False	900	3372269	3372269		ADOG	II	.	.	3374185	lincRNA	gene_id "WBGene00219758"; gene_source "WormBase"; gene_biotype "lincRNA";	WBGene00219758	0	0	0	0	['WBGene00170626', 'WBGene00165601']	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3058.0	1016		WormBase	3373169	-	gene	False	N2HS_J2B_sp
3671908	3671908		False	False	200	3671708	3671708		ADOG	II	.	.	3673593	protein_coding	gene_id "WBGene00004750"; gene_source "WormBase"; gene_biotype "protein_coding";	WBGene00004750	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	852.0	1685		WormBase	3671908	-	gene	False	N2HS_J2B_sp
